label,text
1,gaur egun posiblea izan borondateagaz kale aurka joan eta urtaranez dabe aitzakirik
2,gaur gaueko etan bilduren gipuzkoa zerrendaburua elkar eduki kanalean
1,gaur gaueko etan elkar eduki hauteskunde kanpain saioan
1,gaur goiz emaila bidali dizuegu bilera proposatzeko prentsaeus helbidera erantzun zain gelditzen gara
2,gaur gure kanpain hasiera narrancamos campañ
1,gaur rentzat botoa eskatu ditu lehendakari gobernu sendo eta egonkorra eratu
1,gaur mariaren bihotz plazan tan egongo gara
2,gaur mitin festa gastro music etorkizuna lantzeko batera
2,gaurko egun berezian ondo izan gara
1,gaurko galtzaileak ez dira ez ez ez izan galtzaile nagusia barre egin diote euskara telebista publikoari
2,gazte bozkatu bildun
1,gazte bozkatu zergatik bildu
1,gazte ekitaldia
2,gazte gara herri honen etorkizun eta oraina horregaitik guk
2,gazte prekarietate eta euskal gazte migrazio ekonomikoak badute soluzioa
2,gazte argi edukigure bozkatu bozkatu errebeldea
2,gazte bildu gora euskal gazteria
2,gazte ez eduki etxe ez eduki enplegu baina ez ezta ere beldurrik gazte bildu
2,gazte ez eduki etxe ez eduki enplegu baina ezta ere beldurrik gazte bildu
2,gazte gaurdanik gure oraina eta etorkizuna eraiki gaudelako igandean ere egin herri eta egin barre
2,gazte
1,gazteria gabe herri honek etorkizunik ez duela nabarmendu du zer
1,gehiegizko turismoak kezka sortu du zer dio bilduk zatoz astelehen antiguara
2,gernika azokara egin bisitan bilduko diputatuohiaren postuan ere izan gara
2,getxon eduki hitzordua etan eta paul lakarekin metroan orain
0,geure hizkuntza euskara izan eta harriduraikurra esaldiaren bukaeran bakar idazten eduki
0,urte hutsak zaretela dio zer
1,gipuzkoa hautagaien eztabaida
1,gipuzkoa lagun eta zerrendakide jaialdian gara gora ekipo
1,giro itzela bermeoko san miguel estropada hasi aurretik
2,giro ona sumatzen izan herri plazan laster eta anima zaitezte
2,gizarte zerbitzuen maila euro onenen artean dago baina hobea jarraitu behar eduki
2,gizarte zerbitzuetan euro onenen artean dago eta hobea jarraituko eduki
1,gizartearen dago erabaki eskubidearen alde konstituzioak aukera ematen du kontsulta egiteko
1,gloria vazquez zarauzko alkateordea eta gobernu bideo polemikoaren alde
0,gobernu espainia teilatuan ez dago pilota bat rugby baloi bat baizik eta inguruan txistuka
2,gogoan izan gaur etan plaza haundin
0,gogorarazi behar dizuegu torturatzen zutnean agintzn zutla
1,gogoratu gaur hitzordua duzu eta eko hautagaiekin
0,gogorau gobernu dagola akordixua lortu zer eta gaurko bidixua ikusita argi euki zer bozkatu dozuen
1,goirizelaia bozkatu independentziarako bidea izan espainolek badakite horregatik etorri denak bisitan
2,goiz salburua auzoan egon izan auzoko lagunekin lagunduta
1,goiz izan gara proposamen aurkezten kin batera
2,goiz kideok mezua zabaltzen egin herri egin hirri
2,gora politika feminista
1,gora borroka feminista oihuekaz hasi izan ekitaldia
1,gora elebitasuna
1,gora euskal gazteria aurrera
1,gorantziak pablorentzat
0,gu beti gaude aurrerapauso batekin gaude aurrera begiratzen
2,gu sortu ginen euskaldunok estatu propio bat izateko
2,guk
2,guk badakigu askatu beharreko korapiloa erregimena dela eta herri proiektua eduki akordio oinarritua
1,guneko hauteskunde ekitaldien laburpena iraila goiz erreprodukziozerrendan bideo
1,gure hautagaia berdintasuna aldarrikatzen estropada egun
2,gure hautagaia irabaz jaio gara eskubideak berreskuratu eta bermatu nahi ditugu
2,gure helburu nagusia izan izan gizarte babesa indartzea
1,gure helburua izan industriaren pisua euskal ekonomiaren era iristea lagundu kalitatezko enplegu sortzeko
1,gure konpromisu zehatza izan urte milioi euro beka sistema indartzeko
2,gure lehentasun nagusia izan hori izan gizarte politikarik onena
2,gure oraina eta etorkizunaren alde gazte bildun
2,gure poker hauetako edozein izan daiteke gure lehendakari aukeratu
2,gure xedea izan berdintasun adierazleetan euro laugarren herri izatea
2,guretzat lurralde eredua eta gizartearen eredua bat etorri
1,gustora joango nintzateke baina kanpain azken izerdiak botatzen ibilioo gara egun osoan animon
1,gutxieneko pentsioak euro izatea aldarrikatu du zer bildu
2,guzti honen aurrera erabaki behar edukinhorregatik iraila bozkatu
1,guztiz ados zurekin
1,barre
0,hain zaila izan esatea madril ezetza esango digunean hurrengo egun zer egin edukin
2,hainbeste xehetasunagatik harro sentitzen izan zutaz erabatnzorionak urte askotarako lehendakari
0,ere militanteen artean ez dut uste grazia haundirik eragin izan duenik
1,halare inkesta hobea galdeketa litzateke tagutxiengoa bagea zeren beldur
1,han eta hemen ilusioz eraiki gaur kale koloretsuagoak dira
2,han izango gara kide eta laurok
2,handia horregatik inhabilitatu dute
2,handiak zarete
2,handian izan eta zuk baina duzula izugarrizko argia
1,hankak lurrean baina hegaz egiteko gaitasuna eduki bilduk gobernu programan jasotako neurriekin
0,hara diru publikoarekin prekarietate sustatzen du zer araberan
2,hasi izan maribirekin solasaldian berritxuarrok
1,hastear dago saioa
1,hau ahal izan zuen politika
0,hau baina abilezie beste behin lastoa sartu eta herri ereduz ezer zehaztube atea izan sleeping_face sleeping_face sleeping_face
0,hau basauritik banatzen ana maria eta bere alaba alokairua pagatu eziean etxe botako dituen bezperan
0,hau izan programa laburtuta eredu batetik bestera gizartea eramatea
0,hau izan eibarko darabilen euskara jator ustekoa akatsek egin eta guzurrak
1,hau izan gazte etorkizunakanpoan lan egitea
1,hauek dira irabaz badu hezkuntza sailan jarri nahi dituena
1,hauek dira hauteskunde egitasmoaren erronka nagusiak
1,hauteskunde bezperetan mezu zuzen
1,hauteskunde programatik bilduk kirolaz ofizialtasuna nahi dogu eup
2,hauteskunde proiektua eraiki eta garatzeko gutariko bakoitzaren ekarpena beharrezkoa dela bagoaz
2,hauxe izan izan akordio legealdia
1,he leído jhaybergrandes bambas
2,hemen programa deskargatu eta irakurri zer edo ez duzu topatuko
2,hemen aukera badago aurrera egiteko beraz animo eta lan irabaz jaio ginen eta irabaz eduki
2,hemen eta orain nik
0,hemen zure aukera
1,herejeak beharrezkoak dira imendiguren igandean zer
2,herenegun ez bezala gaur ere bere hautagaiaren ideia nagusiak ari izan zabaltzen gaur bostak ari dira
1,hernaniko gazte gazte duen eskaintza ezagutzen
1,hernaniko lan talde ere kanpain bukaeran eta aldaketaren hasieran
2,herri hobea bat merezi edukilako
2,herri honek aurrera egin dezan murrizketak eten daitezen kalitatezko zerbitzu sozialak izan ditu
2,herri honek azken bi legealdietan izan den biribilgunetik ateratzeko aukera du hori bildu indartsu batek soilik
2,herri libre justu duin euskaldun parekide eta ekologista baten alde igandean posiblea izan eta gure esku dago
2,herri alajaina gora
2,herri plazan barakaldoko gure proposamen ezagutzera ematen
0,herri tabernatik herri plazara nola aldatzen diren gauzak kamarada
1,herri bat euskara bizi nahi dutnnpseee
1,hezkuntza delegaritzatik deiak gehienetan gaztelera bi egun deietatik gaztelera nor diskriminatua
0,hezkuntzan ere
0,honek robota dela eta klonak dituela baieztatzen du
1,hor dakazu neria
0,hori izan aurre beraien estatuto eta konstituzioa nacionalcatolicismoan berriz presente
0,hori zure iragarpena izan nik ezetuten dut jende barre egin duena et bideo konpartitu duena
2,horixe esan du lehendakari adostu dezagun hemen han ezer eskatu aurretik ez gaude hain urrun gotzon
2,horixe mila esker beti erne beti prest euskal herri alde
0,horregatik ari dira distantziatu nahian
0,horrengatik oztoporik gabe kontratatzen dituzte madril espainolez ez dakiten munduko irakasle hobea
0,guri hauetakoak utzi dizkigute lantokian zer kasualitatea
1,gaur galdakano
2,egin elkar sarean ere ikusgai
1,eserleku lortuko lituzke eta
0,ni ere krist enean egonizan eskerrak ematenzaitut zure ipuin politagaintik errausketarik ez
1,bere bideo administrazioan hau gertatzen izan sareak nazka adierazi du
0,eta euskara entzun eta belarriko miñ eukitzea biak bat
0,rentzat euskaldunok bigarren mailako herri gara euskara oinarrizko eskubidea izan
2,igandean batu olatu berdera igandean bozkatu
2,igandean dena eman behar eduki ontziak bilduren papeletekin bete behar ditugu konpromisu elkar eta aska
2,igandean bildu
2,igandean euskadi behar zaitu bozkatu bozkatu
1,ikerkuntza inbertsio ratioak eb esp
2,ikusgarria bilduren hitzaldiari egin harrera ostiralean leporaino beteko eduki
0,ikusi det zenbait herri udal mozioak soilik euskara argitaratzen dituzuela eta oso keinu itsusia iruditu zait erdaldunentzat
2,ikusi duzue jada webgunea eztan
0,ikusten eta zer berdinak diren
2,ilusio eta auzolana ardatz zer egitarau puska egin den laudion egun eraiki
0,imagina ezazu eta bideo alde ziur nago zekulakoak entzungo genituela
2,indarra ilusio eta herri zoriontsu justu eta libria
2,indautxuko gizon emakume gazte zein zahar argi eduki beraien bozkatu
2,independentistok independentzia bozkatu beharko eduki eta gaur egun hauteskunde alde independentista bakar bildu
0,independentzia mailakatua herri bat independientea izan bere buruaren jabe izateko edo ez izan ez dago mailakatzerik
1,independentzia nahi duten ala ez argitzeko eskatu die zer eta elkar
0,informatu eta ez ibili hezkuntza mareatzenparadigma aldaketa xxi hezkuntzarentzat laguntzak eskola publikoetan
2,inkestek nahi dutena esango dute baina kale erakustaldia ematen ari izan eta igandean irabaz goaz
2,inoiz baina ozenago lehendakari
0,inork pentsatzen du euskara barik bozeramaile izango maila politiko izango izan
2,berdintasunari buruzko ekitaldia durango
2,eta dira euskadi etorkizuna bermatzeko aukera on bakar
1,josé antonio suso arabako giztartearekin topaketa
1,lehendakari elkar eskainiko dizuegu
1,iragarkiarekin larra idazle kastellanoaren hitzekin topatuko zaranvuelva usted mañana administraziora
2,iraila ehbildun mitiń s martin plazan karpa tubularra djxe eta txalo etxe dabenantzako piskolabiseeta telonero
2,iraila rako ez egin planik ehbildun kriston ekitaldixe bergarako san martin plazan eukikou hizlari
1,iraila aurrera alde guztiekin hitz egin eduki ere ez du argitu
1,eta begietara begira aurrez aurre estimatzen izan
1,bildu koalizioaren alde bat dela
1,esan zuen bezala alboan egongo izan
1,iritsi izan egun lagunokn eta eszenatoki beraren gaineann
2,iritsi dira bilgunerazatoz eskuan nahi izanez gero
2,barre egiten eduki irabaz goaz
0,irudi hau arlo guztietan errepikatzea posible egiteko marko berri bat eraiki saiatu behar eduki denon artean
1,irunen ere eman diogu hasiera bertan izan dira besteak beste eta lourdes larraza zinegotziak
1,iruzkin hau poesia daeuskaraz ez izan moldatzen konpon ezazue mezedez
1,iruzur fiskalari aurre egitea gako polizia fiskala proposatu du
2,erdi aroko azokan
0,protokoloa deritzona izen aldatuko ote dute protokoloa alegia
2,itxaron
2,itzela leioako kanpusean jende entzun
1,itzubaltzetan gaur solasaldia gazte
0,izan ere oso izan norberaren ondasunen konfidentzialtasunaz baldin eta pobrea ez bazara
0,izango izan baina kedabien danian ezin izan
0,izugarrizko kanpain ari izan egiten oo pasatzean berreskuratzeko beste perla bat
1,barre piloa egin dut
1,jarraitu ikasten euskal errepublikak profesionalak behar ditu
1,jarri protagonista euskal hiztun eta salaketa bideo bikaina listo hori baina realidadea
2,gutxieneko pentsioa euro igoko edukiguar goiz
0,jauna zer gertatuko izan ondarruko etxe zergaitik ez izan gurekin gogoratzen
2,jende ugari bilduk azpeitia egin hauteskune kanpain ekitaldian
1,jende erabaki eskubidearen eredua berarena dela sentitu behar du
2,jende irunen entzun
2,jgorizelaia kudeatzeko ez dago munduan zehar bildu baina hobea eskubide sozialak bermatzen ditugulako
0,jode ez dakit neurean zer jarri duen
0,zer eskasa den zer euskara kaskarrean irabaz dio erraz
1,eta gomendatzen dizkigu elkar
1,azkue euskara lege guztietan egongo izan irratia
1,txoni hernández sobre elkar
2,juanlu artaberen artikulua orain eta hemen danon herri
1,julen bollain ahal eduki eibarko idazkari nagusia izen
2,batera
0,batera industria
2,bide berean
2,azpimarratzen du irizpideak independentzia eta justizia soziala direla
1,bere programaren muinak azaldu zituen ordizian antolatutako kafe tertulian
1,bi zutabe ditu ekonomia suspertzea enplegu sortzea euskal gizarte sistema bermatuz
1,dion lez zertarako borrokatzea bestela
2,egin elkar eta egin lan inguruan
0,ere alde eta bide legalak aipatu ditu erabaki eskubidearen aplikaziorakoalegiaez du irtenbiderik eskaintzen
1,eta hartu dute gaur hitz laudioko mitin
0,eta egin dute jada estrategia kulturahezkuntza bozkatu hori saihesteko
0,ez daki adminn ahoz eta idatziz eman behar zaiola erantzun herri dela zerbitzua
0,ez omen du ulertu euskara hitz egin behar zuen ez polonieraz
0,gezurra esan zun eztabaida etxe buruz hitzegin zuenean datuak hemen
2,neurri zehatzak proposatu ditu euskadiko industria eredua sendotzeko enplegu sortzeko
2,zergatik bozkatu herri arituko garelako zinezn
1,kaixo
0,kaixo egibarrek dio hauteskunde aurzkeztu dadila ideia ona noiz aurkeztuko izan hauteskunde kale
1,kaixo hau baina dela egia gogoratzen duzu bideo albistean
1,kalapie elkar ere udal gobernu mugikortasun politika kritikatu du
0,kale stop desahucios denuncia aski den
2,kale propaganda aurkitu dut mila zatitan apurtuta egin duena ez izan konturatu milak egiten duten apur bana maite edukila
1,kanpain hasieratik izan aipatu alde gehien eta okerren
2,kanpain herri herri auzoz auzo egin eta gero ondar eta ilusioz bete guk
2,kanpain itxi non eta zarautzen kin etorri
2,kanpain jende asko ondarroan egin duen eskualde mailako mitin
1,kanpain zarautzen amaitzen edukinostirala munoa plazan
1,kanpain azken astea bihar dena esana dago ala baten batek badu azken kartutxorik
1,kanpain betebetean bitxia bozkatu duten nahiago dute edo ps akordio
0,katalunian ez lirateke ausartuko
0,kezkagarriena ez izan euskara buruz hori esatea baizik eta bere alde akordio egonkor bat duela jakitea
0,kezkagarriena ez izan euskara buruz hori esatea baizik eta bere alde akordio egonkor bat duela jakin
1,bruselan oinarrizko kontzeptuak azaltzen espainia utzikeriak zipriztindu ez gaitzan
1,kolektiboaren ahotsa hark markatzen duez beste inorketa argi hitz egin du
1,konponbide prozesuaren txanda biktima guztientzat justizia egia eta erreparazio eske
2,konpromisu kanpotik hona lan itzuli nahi duten gazte zuzendutako plangintza berezi bat bultzatu
2,konpromisu berrikuntzarako aurrekontu publikoa urte igo
0,kontrola eta katalanek zergatik ez diete bada utzi oraindik galdeketa egiten legearen barruan posible ez bada zer
0,kontserbadoreak direla esateko jelekin nahiko
0,kontua izan betiete euskara desmitifikatzea eta normaltasunez erabiltzea edozein gaitarako eremu erdaldunetan zaila
1,kulturaren egoera euskadi posterraren itzulpena behar izanez gero
2,lan bikaina gure hautagaiena eta gaur azken txanpa
2,lan munduan berdintasun planak azaltzen ditu programak
1,lan badut
2,langile fina herri konprometitua errealitatea ondo baina hobea ezagutzen duena etorkizunerako proposamen dituena
2,larraitz ugarte legebiltzarrean ezker subiranista egotea oso garrantzitsua izan
2,larraitz ugarte eta nerea kortajarena entzun desiatzen entsaiatzen zatoztan
2,larrion herri partekatua egitea ilusionagarria izan larrionek esan du
2,larunbatean gurekin izango izan gu ere bertan izango gara gora eta
1,larunbatean mitin burutuko du
1,lasai egon zaittie agertu izan
1,etorri behar duzu
0,hipokresia eta zergatik hitzegiten den hain gutxi elkar sozialeko akordio
2,leaartibaiko ordezkariok eskualdeko herri deika ibili gara zuon kezka eta ekarpenak jasotzeko
1,lehen aldiz ez du kataluniako prozesua eredutzat jarri nahita ala nahi gabe
2,lehendakari
1,lehendakari eta errektorea vicente atxa urte akademikoari hasiera ematen elena urdanetarekin
0,leheno albaniaz hitzegiten zuten
2,lehentasuna eta helburua gazte enplegu izan beste arloen artean
2,lehio ere kanpain indartsu eta ilusioz bukatu eduki gora leioa berria
2,leioatik ere larunbatean bilbora joateko prest
1,lendakaris muertosen abestin neska bat jarri beharko dute eta deitu
1,lhk etorri urte guztira milioi euro bideratuko ditugu hazkundea eta enplegu sustatzeko
0,ni ni eduki guk geuk irabaz eduki eduki herri berak eraiki du
