,label,text
432,1,focusen arabera litzateke irabaz eta parekatuta leudeke bi horiek hortik etorri galdera
433,1,fortunato ñaki perurena  asiron edo uxue barkos euskal herri dira nafarrak dir
435,2,gainera bertako biztanle eta eskolarekin urte guzti hauetan harreman iraunkorra izan dute eta
436,0,gainera haien konstituzioa euskara ofiziala dela aitortzen duena izan ezta haien legeak bete dute ere
437,0,gainera hain zuzen ere euskalduna izateagatik izan hautagaiburua bestela
438,1,galdeketa ez izan inkesta bat barkatu
439,0,galdera eta kezka asko eduki eta baina erantzun edo proposamen konkreturik ez
440,1,galderaerantzunak preguntarespuestas
441,1,galderak zuentzatn
442,2,garai bateko eztabaidaak botatzen ditut faltan arzalluz egiguren karrera larreina bueno eta iturgaitz
443,2,garbi dago oraingoz txukunenak eta alde handia izan bestela oraingoz merkatu pertsiar bat dirudi
444,2,norabidea markatzen foru plaza herri aske duin eta burujabe bihurtu edukin
445,1,izan gara gehiago eta kalitatezkoa aukera gazte
446,1,foru enparantzako eta gero zer espero zenuten bada pilak kargatu dituzte tarrek
447,1,foru plazan
448,2,mitin hitzetan gogoratu izan ditu hona izan diren hautetsiak
449,2,eta eder egun
450,1,gaueko etan  egibarren txanda izango izan
451,0,gaueko autogola berriro talde
452,2,gaur argi geratuko izan herri garela
453,2,gaur lehendakari bakar ikusi dut
454,1,gaur saio berezia azken bideo analisia erreportaia
455,2,gaur etan beste euskadi bat posible dela eta eskutik
456,2,gaur amsterdamen bizikletan igandean euskal herri bizikleta propioarekin aurrera egiteko ni
457,1,gaur asteartea elkar eko elkar eduki
458,1,gaur azpeitia gune teknologiko batean egon izan twitterco
459,2,gaur berdintasunari buruzko ekitaldia lehendakari durangon
460,0,gaur bitan deitu dut gurutzetako ospitalera eta harrerakoekin euskara ezinezkoa zer egin dezaket nah ez dira forenseak izan
461,1,gaur egun posiblea izan borondateagaz kale aurka joan eta urtaranez dabe aitzakirik
462,2,gaur gaueko etan bilduren gipuzkoa zerrendaburua elkar eduki kanalean
463,1,gaur gaueko etan elkar eduki hauteskunde kanpain saioan
464,1,gaur goiz emaila bidali dizuegu bilera proposatzeko prentsaeus helbidera erantzun zain gelditzen gara
466,2,gaur gure kanpain hasiera narrancamos campañ
467,1,gaur   rentzat botoa eskatu ditu lehendakari gobernu sendo eta egonkorra eratu
468,1,gaur mariaren bihotz plazan tan egongo gara
469,2,gaur mitin festa gastro music etorkizuna lantzeko batera
470,2,gaurko egun berezian ondo izan gara
471,1,gaurko galtzaileak ez dira ez ez ez izan galtzaile nagusia barre egin diote euskara telebista publikoari
472,2,gazte bozkatu bildun
473,1,gazte bozkatu zergatik bildu
474,1,gazte ekitaldia 
475,2,gazte gara herri honen etorkizun eta oraina horregaitik guk
476,2,gazte prekarietate eta euskal gazte migrazio ekonomikoak badute soluzioa
477,2,gazte argi edukigure bozkatu bozkatu errebeldea
478,2,gazte bildu gora euskal gazteria
479,2,gazte ez eduki etxe ez eduki enplegu baina ez ezta ere beldurrik gazte bildu
480,2,gazte ez eduki etxe ez eduki enplegu baina ezta ere beldurrik gazte bildu
481,2,gazte gaurdanik gure oraina eta etorkizuna eraiki gaudelako igandean ere egin herri eta egin barre
482,2,gazte
483,1,gazteria gabe herri honek etorkizunik ez duela nabarmendu du zer
484,1,gehiegizko turismoak kezka sortu du zer dio bilduk zatoz astelehen antiguara
485,2,gernika azokara egin bisitan bilduko diputatuohiaren postuan ere izan gara
486,2,getxon eduki hitzordua etan eta paul lakarekin metroan orain
487,0,geure hizkuntza euskara izan eta harriduraikurra esaldiaren bukaeran bakar idazten eduki
488,0,urte hutsak zaretela dio zer
489,1,gipuzkoa hautagaien eztabaida 
490,1,gipuzkoa lagun eta zerrendakide jaialdian gara gora ekipo
491,1,giro itzela bermeoko san miguel estropada hasi aurretik
492,2,giro ona sumatzen izan herri plazan laster eta anima zaitezte
493,2,gizarte zerbitzuen maila euro onenen artean dago baina hobea jarraitu behar eduki
494,2,gizarte zerbitzuetan euro onenen artean dago eta hobea jarraituko eduki
495,1,gizartearen dago erabaki eskubidearen alde konstituzioak aukera ematen du kontsulta egiteko
496,1,gloria vazquez zarauzko alkateordea eta gobernu bideo polemikoaren alde
497,0,gobernu espainia teilatuan ez dago pilota bat rugby baloi bat baizik eta inguruan txistuka
498,2,gogoan izan gaur etan plaza haundin
499,0,gogorarazi behar dizuegu ak torturatzen zutnean agintzn zutla
500,1,gogoratu gaur hitzordua duzu eta eko hautagaiekin
501,0,gogorau gobernu dagola akordixua lortu zer eta gaurko bidixua ikusitxa argi euki zer bozkatu dozuen
502,1,goirizelaia bozkatu independentziarako bidea izan espainolek badakite horregatik etorri denak bisitan
503,2,goiz salburua auzoan egon izan auzoko lagunekin lagunduta
504,1,goiz izan gara proposamen aurkezten kin batera
505,2,goiz kideok mezua zabaltzen egin herri egin hirri
506,2,gora politika feminista
507,1,gora borroka feminista oihuekaz hasi izan ekitaldia
508,1,gora elebitasuna
509,1,gora euskal gazteria aurrera
511,1,gorantziak pablorentzat
515,0,gu beti gaude aurrerapauso batekin gaude aurrera begiratzen
516,2,gu sortu ginen euskaldunok estatu propio bat izateko
517,2,guk
518,2,guk badakigu askatu beharreko korapiloa erregimena dela eta herri proiektua eduki akordio oinarritua
519,1,guneko hauteskunde ekitaldien laburpena iraila goiz erreprodukziozerrendan bideo
520,1,gure hautagaia berdintasuna aldarrikatzen estropada egun
521,2,gure hautagaia irabaz jaio gara eskubideak berreskuratu eta bermatu nahi ditugu
522,2,gure helburu nagusia izan izan gizarte babesa indartzea
523,1,gure helburua izan industriaren pisua euskal ekonomiaren era iristea lagundu kalitatezko enplegu sortzeko
524,1,gure konpromisu zehatza izan urte milioi euro beka sistema indartzeko
525,2,gure lehentasun nagusia izan hori izan gizarte politikarik onena
526,2,gure oraina eta etorkizunaren alde gazte bildun
527,2,gure poker hauetako edozein izan daiteke gure lehendakari aukeratu
528,2,gure xedea izan berdintasun adierazleetan euro laugarren herri izatea
529,2,guretzat lurralde eredua eta gizartearen eredua bat etorri
530,1,gustora joango nintzateke baina kanpain azken izerdiak botatzen ibilioo gara egun osoan animon
531,1,gutxieneko pentsioak euro izatea aldarrikatu du zer bildu
532,2,guzti honen aurrera erabaki behar edukinhorregatik iraila bozkatu
533,1,guztiz ados zurekin
534,1,barre
535,0,hain zaila izan esatea madril ezetza esango digunean hurrengo egun zer egin edukin
536,2,hainbeste xehetasunagatik harro sentitzen izan zutaz erabatnzorionak urte askotarako lehendakari
537,0,ere militanteen artean ez dut uste grazia haundirik eragin izan duenik
538,1,halare inkesta hobea galdeketa litzateke tagutxiengoa bagea zeren beldur
539,1,han eta hemen ilusioz eraiki gaur kale koloretsuagoak dira
540,2,han izango gara kide eta laurok
541,2,handia horregatik inhabilitatu dute
542,2,handiak zarete
543,2,handian izan eta zuk baina duzula izugarrizko argia
545,1,hankak lurrean baina hegaz egiteko gaitasuna eduki bilduk gobernu programan jasotako neurriekin
546,0,hara diru publikoarekin prekarietate sustatzen du zer araberan
548,2,hasi izan maribirekin solasaldian berritxuarrok
549,1,hastear dago saioa
550,1,hau ahal izan zuen politika
552,0,hau baina abilezie beste behin lastoa sartu eta herri ereduz ezer zehaztube atea izan sleeping_face sleeping_face sleeping_face
553,0,hau basauritik banatzen ana maria eta bere alaba alokairua pagatu eziean etxe botako dituen bezperan
554,0,hau izan programa laburtuta eredu batetik bestera gizartea eramatea
555,0,hau izan eibarko darabilen euskara jator ustekoa akatsek egin eta guzurrak
556,1,hau izan gazte etorkizunakanpoan lan egitea
557,1,hauek dira irabaz badu hezkuntza sailan jarri nahi dituena
558,1,hauek dira hauteskunde egitasmoaren erronka nagusiak
559,1,hauteskunde bezperetan mezu zuzen
560,1,hauteskunde programatik bilduk kirolaz ofizialtasuna nahi dogu eup
561,2,hauteskunde proiektua eraiki eta garatzeko gutariko bakoitzaren ekarpena beharrezkoa dela bagoaz
562,2,hauxe izan izan akordio legealdia
563,1,he leído jhaybergrandes bambas
564,2,hemen programa deskargatu eta irakurri zer edo ez duzu topatuko
565,2,hemen aukera badago aurrera egiteko beraz animo eta lan irabaz jaio ginen eta irabaz eduki
567,2,hemen eta orain nik
568,0,hemen zure aukera
569,1,herejeak beharrezkoak dira imendiguren igandean zer
570,2,herenegun ez bezala gaur ere bere hautagaiaren ideia nagusiak ari izan zabaltzen gaur bostak ari dira
571,1,hernaniko gazte gazte duen eskaintza ezagutzen
572,1,hernaniko lan talde ere kanpain bukaeran eta aldaketaren hasieran
573,2,herri hobea bat merezi edukilako
574,2,herri honek aurrera egin dezan murrizketak eten daitezen kalitatezko zerbitzu sozialak izan ditu
575,2,herri honek azken bi legealdietan izan den biribilgunetik ateratzeko aukera du hori bildu indartsu batek soilik
576,2,herri libre justu duin euskaldun parekide eta ekologista baten alde igandean posiblea izan eta gure esku dago
578,2,herri alajaina gora
579,2,herri plazan barakaldoko gure proposamen ezagutzera ematen
580,0,herri tabernatik herri plazara nola aldatzen diren gauzak kamarada
581,1,herri bat euskara bizi nahi dutnnpseee
582,1,hezkuntza delegaritzatik deiak gehienetan gaztelera bi egun deietatik gaztelera nor diskriminatua
583,0,hezkuntzan ere
585,0,honek robota dela eta klonak dituela baieztatzen du
586,1,hor dakazu neria
587,0,hori izan aurre beraien estatuto eta konstituzioa nacionalcatolicismoan berriz presente
588,0,hori zeure iragarpena izan nik ezetuten dut jende barre egin duena et bideo konpartitu duena
589,2,horixe esan du lehendakari adostu dezagun hemen han ezer eskatu aurretik ez gaude hain urrun gotzon
590,2,horixe mila esker beti erne beti prest euskal herri alde
591,0,horregatik ari dira distantziatu nahian
592,0,horrengatik oztoporik gabe kontratatzen dituzte madril espainolez ez dakiten munduko irakasle hobea
594,0, guri hauetakoak utzi dizkigute lantokian zer kasualitatea
599,1,gaur galdakano 
600,2,egin elkar sarean ere ikusgai
601,1,eserleku lortuko lituzke eta
602,0,ni ere krist enean egonizan eskerrak ematenzaitut zure ipuin politagaintik errausketarik ez
603,1,bere bideo administrazioan hau gertatzen izan sareak nazka adierazi du
604,0,eta euskara entzun eta belarriko miñ eukitzea biak bat
605,0,rentzat euskaldunok bigarren mailako herri gara euskara oinarrizko eskubidea izan
606,2,igandean batu olatu berdera igandean bozkatu
607,2,igandean dena eman behar eduki ontziak bilduren papeletekin bete behar ditugu konpromisu elkar eta aska
608,2,igandean bildu
609,2,igandean euskadi behar zaitu bozkatu bozkatu
610,1,ikerkuntza inbertsio ratioak eb esp
611,2,ikusgarria bilduren hitzaldiari egin harrera ostiralean leporaino beteko eduki
612,0,ikusi det zenbait herri udal mozioak soilik euskara argitaratzen dituzuela eta oso keinu itsusia iruditu zait erdaldunentzat
613,2,ikusi duzue jada webgunea eztan
614,0,ikusten eta  zer berdinak diren
615,2,ilusio eta auzolana ardatz zer egitarau puska egin den laudion egun eraiki
616,0,imagina ezazu eta bideo alde ziur nago zekulakoak entzungo genituela
617,2,indarra ilusio eta herri zoriontsu justu eta libria
618,2,indautxuko gizon emakume gazte zein zahar argi eduki beraien bozkatu
619,2,independentistok independentzia bozkatu beharko eduki eta gaur egun hauteskunde alde independentista bakar bildu
620,0,independentzia mailakatua herri bat independientea izan bere buruaren jabe izateko edo ez izan ez dago mailakatzerik
621,1,independentzia nahi duten ala ez argitzeko eskatu die zer eta elkar
622,0,informatu eta ez ibili hezkuntza mareatzenparadigma aldaketa xxi hezkuntzarentzat laguntzak eskola publikoetan
623,2,inkestek nahi dutena esango dute baina kale erakustaldia ematen ari izan eta igandean irabaz goaz
624,2,inoiz baino ozenago lehendakari
625,0,inork pentsatzen du euskara barik bozeramaile izango maila politiko izango izan
626,2,berdintasunari buruzko ekitaldia durango
627,2,eta dira euskadi etorkizuna bermatzeko aukera on bakar
628,1,josé antonio suso arabako giztartearekin topaketa
629,1,lehendakari elkar eskainiko dizuegu
630,1,iragarkiarekin larra idazle kastellanoaren hitzekin topatuko zaranvuelva usted mañana administraziora
632,2,iraila ehbildun mitiń s martin plazan karpa tubularra djxe eta txalo etxe dabenantzako piskolabiseeta telonero
633,2,iraila rako ez ein planik ehbildun kriston ekitaldixe bergarako san martin plazan eukikou hizlari
634,1,iraila aurrera alde guztiekin hitz egin eduki ere ez du argitu
635,1,eta begietara begira aurrez aurre estimatzen izan
636,1,bildu koalizioaren alde bat dela
637,1,esan zuen bezala alboan egongo izan
638,1,iritsi izan egun lagunokn eta eszenatoki beraren gaineann
639,2,iritsi dira bilgunerazatoz eskuan nahi izanez gero
640,2,barre egiten eduki irabaz goaz
641,0,irudi hau arlo guztietan errepikatzea posible egiteko marko berri bat eraiki saiatu behar eduki denon artean
643,1,irunen ere eman diogu hasiera bertan izan dira besteak beste eta lourdes larraza zinegotziak
644,1,iruzkin hau poesia daeuskaraz ez izan moldatzen konpon ezazue mezedez
645,1,iruzur fiskalari aurre egitea gako polizia fiskala proposatu du
646,2,erdi aroko azokan
647,0,protokoloa deritzona izen aldatuko ote dute protokoloa alegia
648,2,itxaron
649,2,itzela leioako kanpusean jende entzun
650,1,itzubaltzetan gaur solasaldia gazte
651,0,izan ere oso izan norberaren ondasunen konfidentzialtasunaz baldin eta pobrea ez bazara
652,0,izango izan baina kedabien danian ezin izan
653,0,izugarrizko kanpain ari izan egiten oo pasatzean berreskuratzeko beste perla bat
654,2,jaia ardogileekin bat
655,1,barre piloa ein dut 
656,1,jarraitu ikasten euskal errepublikak profesionalak behar ditu
657,1,jarri protagonista euskal hiztun eta salaketa bideo bikaina listo hori baina realidadea
658,2,gutxieneko pentsioa euro igoko edukiguar goiz
659,0,jauna zer gertatuko izan ondarruko etxe zergaitik ez izan gurekin gogoratzen
660,2,jende ugari bilduk azpeitia egin hauteskune kanpain ekitaldian
661,1,jende erabaki eskubidearen eredua berarena dela sentitu behar du
662,2,jende erabaki eskubidearen eredua berarena dela sentitu behar du 
663,2,jende irunen entzun
664,2,jgorizelaia kudeatzeko ez dago munduan zehar bildu baino hobea eskubide sozialak bermatzen ditugulako
665,0,jode ez dakit neurean zer jarri duen
666,0,zer eskasa den zer euskara kaskarrean irabaz dio erraz
667,1,eta gomendatzen dizkigu elkar
668,1,azkue euskara lege guztietan egongo izan irratia
669,1,txoni hernández sobre elkar
670,2,juanlu artaberen artikulua orain eta hemen danon herri
671,1,julen bollain ahal eduki eibarko idazkari nagusia izen
672,2,batera
673,0,batera industria
674,2,bide berean
675,2,azpimarratzen du irizpideak independentzia eta justizia soziala direla
676,1,bere programaren muinak azaldu zituen ordizian antolatutako kafe tertulian
677,1,bi zutabe ditu ekonomia suspertzea enplegu sortzea euskal gizarte sistema bermatuz
678,1,dion lez zertarako borrokatzea bestela
679,2,egin elkar eta egin lan inguruan
680,0,ere alde eta bide legalak aipatu ditu erabaki eskubidearen aplikaziorakoalegiaez du irtenbiderik eskaintzen
681,1,eta hartu dute gaur hitz laudioko mitin
682,0,eta egin dute jada estrategia kulturahezkuntza bozkatu hori saihesteko
683,0,ez daki adminn ahoz eta idatziz eman behar zaiola erantzun herri dela zerbitzua
684,0,ez omen du ulertu euskara hitz egin behar zuen ez polonieraz
685,0,gezurra esan zun eztabaida etxe buruz hitzegin zuenean datuak hemen
686,2,neurri zehatzak proposatu ditu euskadiko industria eredua sendotzeko enplegu sortzeko
687,2,zergatik bozkatu herri arituko garelako zinezn
688,1,kaixo
689,0,kaixo egibarrek dio hauteskunde aurzkeztu dadila ideia ona noiz aurkeztuko izan hauteskunde kale
690,1,kaixo hau baina dela egia gogoratzen duzu bideo albistean
691,1,kalapie elkar ere udal gobernu mugikortasun politika kritikatu du
692,0,kale stop desahucios denuncia aski den
693,2,kale propaganda aurkitu dut mila zatitan apurtuta egin duena ez izan konturatu milak egiten duten apur bana maite edukila
694,1,kanpain hasieratik izan aipatu alde gehien eta okerren
695,2,kanpain herri herri auzoz auzo egin eta gero ondar eta ilusioz bete guk
696,2,kanpain itxi non eta zarautzen kin etorri
697,2,kanpain jende asko ondarroan egin duen eskualde mailako mitin
698,1,kanpain zarautzen amaitzen edukinostirala munoa plazan
699,1,kanpain azken astea bihar dena esana dago ala baten batek badu azken kartutxorik
700,1,kanpain betebetean bitxia bozkatu duten ak nahiago dute edo ps akordio
701,0,katalunian ez lirateke ausartuko
702,0,kezkagarriena ez izan euskara buruz hori esatea baizik eta bere alde  akordio egonkor bat duela jakitea
703,0,kezkagarriena ez izan euskara buruz hori esatea baizik eta bere alde akordio egonkor bat duela jakin
704,1,bruselan oinarrizko kontzeptuak azaltzen espainia utzikeriak zipriztindu ez gaitzan
705,1,kolektiboaren ahotsa hark markatzen duez beste inorketa argi hitz egin du
